gene_id,R16b,T_M2,T_M4C,T_M5,T_M7,T_R11B,T_R15B,T_R9D
plut2.m8.23076,493,1573,850,671,1577,539,969,538
plut2.m8.23077,15623,53338,51025,20325,49281,18177,36286,7670
plut2.m8.23074,0,5,0,0,197,0,0,0
plut2.m8.23075,3472,2553,1627,1688,2855,1723,1250,890
plut2.m8.23072,81,46,113,9,41,53,34,5
plut2.m8.23073,12911,9251,7408,3934,6431,6046,9792,5607
plut2.m8.23070,0,4,8,0,0,0,16,0
jamg1.TU.xpSc0007203.4,269,10,0,1811,2556,0,4317,914
plut2.m8.23078,208,417,590,252,498,99,233,149
plut2.m8.23079,9938,87384,32997,17043,92586,3611,2189,1228
plut2.m8.17413,575,2457,1151,1313,2876,1232,1770,854
plut2.m8.17412,4,0,0,0,0,0,0,0
plut2.m8.17411,5388,12193,12363,8007,23527,6981,11467,5522
plut2.m8.17410,243,309,4022,2237,2410,8750,6316,7230
plut2.m8.17417,567,1880,2843,699,1659,406,598,376
plut2.m8.17416,5134,5894,5297,2057,11809,3654,5183,2661
plut2.m8.17415,20208,10402,37245,17118,23414,10434,35196,10810
plut2.m8.17414,16404,38825,37869,16043,47688,19163,38548,16677
plut2.m8.17419,16125,15485,57839,5575,26586,18214,43033,10545
plut2.m8.17418,1068,1178,3693,289,1117,336,1342,42
plut2.m8.28572,567,425,1165,254,484,699,467,630
plut2.m8.28573,1544,1684,1031,769,2149,1188,1178,655
plut2.m8.28570,26,298,255,272,193,105,180,78
plut2.m8.28571,26,141,286,143,164,27,48,47
plut2.m8.28576,2536,6541,6418,2832,10114,2124,4640,1419
plut2.m8.28577,3212,4077,21335,8360,8020,1578,3094,1846
jamg1.TU.xfSc0002710.1,685,1079,1081,576,1291,253,768,429
plut2.m8.28575,3109,9752,8890,2673,7296,2149,7668,2520
plut2.m8.28578,1040,4738,8918,2816,6128,1143,1786,663
plut2.m8.28579,49242,106840,102863,77785,169894,64068,114378,67868
plut2.m8.22030,0,11,0,0,0,0,308,0
plut2.m8.22033,285,465,113,48,212,14,23,125
plut2.m8.22032,0,0,0,0,0,132,400,123
plut2.m8.22035,70,0,38,53,74,55,284,328
plut2.m8.22034,472,143,151,339,740,231,899,734
plut2.m8.22037,0,6,6,19,22,25,4,22
plut2.m8.22036,0,11,14,11,0,0,0,0
plut2.m8.22039,55,40,50,73,151,38,261,107
plut2.m8.22038,41,81,25,28,126,117,145,57
jamg1.TU.xfSc0000021.9,23,44,28,31,63,7,146,96
plut2.m8.29991,0,0,0,0,20,0,0,7
plut2.m8.14140,225,336,375,374,794,313,1100,250
plut2.m8.14141,4145,6615,5517,6167,14385,6176,14924,4966
plut2.m8.14142,87,507,156,241,493,124,115,47
plut2.m8.14144,407,1135,1107,485,867,339,458,359
plut2.m8.14145,0,0,0,0,0,0,0,0
plut2.m8.14146,0,88,52,33,30,0,0,0
plut2.m8.14147,0,0,0,0,0,0,0,0
plut2.m8.14148,9,28,0,0,34,0,0,0
plut2.m8.14149,0,0,0,0,0,0,73,0
plut2.m8.25027,0,0,0,0,0,0,18,0
plut2.m8.25025,2314,2260,1381,821,2345,1097,1570,973
plut2.m8.25024,402,510,617,123,167,588,395,0
plut2.m8.25023,0,0,0,0,1,0,0,0
plut2.m8.25022,10219,15789,14439,4365,16598,5403,8575,3880
plut2.m8.25021,414,723,817,419,1027,554,999,519
plut2.m8.25020,425,311,266,138,462,199,498,55
plut2.m8.19798,174,363,422,417,645,118,181,137
plut2.m8.24086,0,0,0,0,0,0,0,0
plut2.m8.24087,6,52,19,25,47,3,17,9
plut2.m8.24084,1346,2917,4189,1724,3896,1030,2346,2126
plut2.m8.24085,0,0,0,21,0,0,0,0
plut2.m8.24082,423,3876,3811,1315,4079,669,916,305
plut2.m8.24083,2298,2284,36524,1710,3953,6659,6306,3233
plut2.m8.24080,6,24,15,2,0,0,3,0
plut2.m8.24081,0,0,0,0,0,0,0,0
plut2.m8.24088,331,667,633,634,1103,112,153,369
plut2.m8.24089,4608,12249,11748,3926,12751,3384,3238,2794
plut2.m8.323,0,0,0,0,0,0,0,0
plut2.m8.3054,6,0,6,0,19,0,0,0
plut2.m8.322,440,242,946,246,631,0,68,0
plut2.m8.1156,1434,3918,3321,1141,3002,1409,1780,1463
plut2.m8.320,1455,1659,1556,423,914,330,300,50
plut2.m8.1157,1676,972,224,967,510,684,388,252
plut2.m8.327,60,344,128,90,187,17,0,0
plut2.m8.326,1753,1461,442,485,963,594,184,17
plut2.m8.18630,1891,3013,5316,2394,5334,2002,930,741
plut2.m8.1152,636,5110,1913,2104,4718,445,1024,415
plut2.m8.18631,1175,4031,3645,1525,5677,1397,2438,1373
plut2.m8.4305,13902,17715,19388,7431,17864,23072,53659,16339
plut2.m8.1150,22669,70705,77739,36125,69077,22228,32639,15053
jamg1.TU.xpSc0007069.3,0,0,0,1,0,0,0,0
plut2.m8.4307,27,21,17,17,9,0,92,14
plut2.m8.23858,11,129,98,38,112,0,0,59
plut2.m8.23859,0,0,0,0,0,0,0,0
plut2.m8.31738,4692,0,0,0,0,0,0,0
plut2.m8.23850,0,0,6,18,4,136,0,81
plut2.m8.31733,19902,7971,9703,56911,6878,141242,302967,101795
plut2.m8.31730,27,73,26,0,79,12,0,25
plut2.m8.31731,9,4,7,0,9,0,0,0
plut2.m8.31736,6393,1689,1617,17648,1856,49817,106004,27686
plut2.m8.31737,0,0,0,0,0,0,0,28098
plut2.m8.23856,0,5,9,4,0,0,0,6
plut2.m8.23857,0,0,0,14,0,0,0,0
jamg1.TU.xpSc0007075.5,15,36,15,23,51,27,0,0
plut2.m8.19584,54,15,0,15,26,178,91,17
plut2.m8.31084,344,1001,98,28,890,87,1212,694
plut2.m8.31085,109,20,38,0,11,50,269,90
plut2.m8.31086,17,130,44,33,97,71,1,98
plut2.m8.31087,67,15,14,6,8,0,0,37
plut2.m8.31080,142,0,197,0,0,0,48,78
plut2.m8.31081,728,1594,1007,621,1655,938,1399,781
plut2.m8.31082,1806,3758,2581,1330,3932,1794,2446,1390
plut2.m8.20508,794,624,656,323,783,272,426,471
plut2.m8.20507,9226,34663,35144,19645,36526,14686,18517,6820
plut2.m8.20506,0,0,0,1,0,0,0,0
plut2.m8.20505,21,28,72,294,20,88,308,12
plut2.m8.20504,1195,463,767,201,482,981,417,143
plut2.m8.31088,0,133,591,0,220,0,0,69
plut2.m8.20502,136,398,223,124,477,62,139,31
plut2.m8.20501,763,709,848,231,450,517,834,579
plut2.m8.20500,300,864,580,72,406,852,527,38
plut2.m8.26909,43514,34381,65650,17646,29133,21506,18941,6283
plut2.m8.26908,14,6,6,11,9,27,25,18
plut2.m8.26901,16,2,30,20,25,21,38,25
plut2.m8.26900,13,15,43,13,41,53,46,113
plut2.m8.26903,147,306,172,146,313,165,83,281
jamg1.TU.Sc0000699.2,255,80,62,0,153,41,940,291
plut2.m8.26905,141,587,794,299,952,410,225,662
plut2.m8.26904,0,0,5,0,0,0,0,0
plut2.m8.26907,2351,7552,9137,7281,7990,2216,4423,3026
plut2.m8.26906,171,142,139,136,286,151,169,46
jamg1.TU.Sc0000504.6,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000111.51,42,146,126,29,148,69,209,125
jamg1.TU.xpSc0007093.11,0,0,0,1,1,0,0,0
jamg1.TU.Sc0000049.144,638,2682,919,279,969,233,278,35
plut2.m8.26017,0,0,0,0,0,0,0,0
plut2.m8.26016,198,376,338,1309,1006,355,1350,628
plut2.m8.26015,0,0,0,0,0,0,0,0
plut2.m8.26014,0,1,0,0,0,0,0,0
plut2.m8.26013,22,0,14,0,0,0,0,0
plut2.m8.26012,132,407,884,207,529,638,426,0
plut2.m8.26011,22,62,6,56,4,88,115,0
plut2.m8.26010,375,568,1449,5,1348,180,704,24
plut2.m8.26018,0,0,0,0,0,0,57,0
jamg1.TU.xpSc0007091.10,0,0,0,8,0,0,0,0
plut2.m8.18983,0,0,0,76,0,55,0,16
plut2.m8.18985,6,205,197,0,0,0,28,8
jamg1.TU.Sc0000973.2,961,0,140,0,0,159,254,66
jamg1.TU.Sc0000973.1,482,15,8,3,24,1,6,15
plut2.m8.18126,478,767,845,197,1068,70,328,240
plut2.m8.18127,439,662,435,277,589,622,674,389
plut2.m8.18122,10,8,42,80,156,47,0,19
plut2.m8.18123,371,967,621,122,1085,328,239,229
plut2.m8.18120,28,10,15,11,33,0,11,12
plut2.m8.18121,21,3,4,8,4,9,71,12
plut2.m8.18128,10,6,39,2,0,31,38,24
plut2.m8.18129,69,155,165,211,400,34,115,37
jamg1.TU.Sc0000009.45,0,0,0,1,2,0,11,0
jamg1.TU.Sc0000009.44,0,0,1,0,0,0,0,0
jamg1.TU.Sc0000009.46,1,0,0,4,0,0,0,0
plut2.m8.2571,1054,1146,1121,3249,2105,625,1434,439
plut2.m8.2570,11289,5184,8319,3523,8580,10570,6460,2582
plut2.m8.2573,400,206,219,136,269,200,126,176
plut2.m8.2572,400,785,1206,338,1078,113,206,63
plut2.m8.2575,33,45,57,49,58,29,76,99
plut2.m8.2574,119,348,208,224,397,164,294,49
plut2.m8.2577,2745,7361,5222,2386,7163,3063,4430,2451
plut2.m8.2576,1519,3165,2316,1308,4772,1231,2416,1400
plut2.m8.2579,103,0,0,18,0,200,114,27
plut2.m8.2578,207,0,65,37,22,12,278,40
plut2.m8.26134,0,1424,995,275,817,149,81,89
plut2.m8.26135,0,14,1,56,224,20,0,31
plut2.m8.26136,9,49,0,113,26,208,25,38
plut2.m8.23325,1190,3407,4868,2305,5830,593,929,312
plut2.m8.23322,3861,6027,6758,3332,7062,2396,2161,1488
plut2.m8.26131,0,0,0,301,86,0,48,0
plut2.m8.19297,25,48,18,80,112,137,489,147
plut2.m8.19296,112,408,0,699,529,210,477,205
plut2.m8.19295,94,85,0,107,135,89,126,0
plut2.m8.19294,220,95,44,121,242,17,0,94
plut2.m8.19293,0,0,0,0,0,0,0,0
plut2.m8.19292,0,81,98,42,130,36,0,60
plut2.m8.19291,0,0,0,0,0,1,0,0
plut2.m8.19290,1409,3149,2107,1282,5232,1131,1932,770
plut2.m8.23321,350,1802,1936,504,1439,288,292,187
plut2.m8.19299,127,323,555,402,700,427,810,354
plut2.m8.19298,174,465,439,2016,401,339,341,136
plut2.m8.9660,48,42,14,65,14,29,106,62
plut2.m8.9661,0,0,38,0,0,0,0,37
plut2.m8.9662,41,9,0,9,0,0,0,18
plut2.m8.9663,0,0,0,6,0,0,0,0
plut2.m8.9664,178,719,496,583,994,296,329,203
plut2.m8.9665,1485,1506,3742,1159,2592,1071,1533,1388
plut2.m8.9666,89,77,67,48,95,89,77,61
plut2.m8.9667,33,116,77,72,107,24,33,37
plut2.m8.9668,55,0,0,0,0,0,0,0
plut2.m8.9669,266,1155,3647,631,1676,492,999,576
plut2.m8.19741,783,15,233,604,1814,81,3236,1103
plut2.m8.19740,160,122,25,170,126,74,594,154
plut2.m8.19743,55382,164372,220592,72332,177596,57834,179547,80892
plut2.m8.19742,13,50,2,2,33,81,5,29
plut2.m8.19745,1003,3443,5001,2640,4318,556,1104,647
plut2.m8.19744,836,2024,1085,983,2376,427,1155,361
plut2.m8.19747,1348,950,221,576,1229,382,431,104
plut2.m8.19746,1159,2647,2342,836,2824,785,980,792
plut2.m8.19749,165,1397,1332,464,1300,379,606,234
plut2.m8.19748,130,198,52,106,192,113,53,39
plut2.m8.2618,221,148,185,20,283,0,124,0
plut2.m8.21377,13,40,53,37,101,26,154,57
plut2.m8.21376,0,0,0,0,0,0,0,0
plut2.m8.21375,233,380,392,332,616,254,224,41
plut2.m8.21374,45,139,92,45,121,0,27,17
plut2.m8.21373,30,95,175,76,190,5,163,105
plut2.m8.21372,409,1185,522,850,1404,262,461,142
plut2.m8.21371,105,109,27,23,50,88,0,85
plut2.m8.21370,512,367,247,161,404,365,481,376
plut2.m8.21379,41,3,9,4,3,0,0,32
plut2.m8.21378,75,343,190,215,262,0,41,53
plut2.m8.4623,12,9,13,2,2,124,320,15
plut2.m8.2610,2900,1179,953,856,2002,1361,2543,1380
plut2.m8.4621,551,0,0,0,0,324,336,208
plut2.m8.4620,1599,3754,2158,1252,4015,1943,3764,1831
plut2.m8.4627,165,314,204,91,170,224,352,181
plut2.m8.4626,360,43,121,49,14,306,798,546
plut2.m8.4625,130,13,21,14,12,170,441,33
plut2.m8.4624,22,3,31,20,31,76,127,89
plut2.m8.4629,94,5,10,7,0,115,299,241
plut2.m8.4628,49,55,101,91,165,135,245,228
plut2.m8.8133,4,0,0,0,4,0,0,0
plut2.m8.8132,84,128,24,318,160,32,70,49
plut2.m8.8131,118,310,9,91,242,61,113,0
plut2.m8.2613,39,127,1920,71,279,54,398,367
plut2.m8.8137,36,142,121,12,651,33,0,0
plut2.m8.8136,47,33,16,72,89,0,74,0
plut2.m8.8135,0,17,0,0,9,0,0,0
plut2.m8.8134,0,17,0,3,17,0,0,0
plut2.m8.2614,365,620,1633,613,4574,735,252,207
plut2.m8.8139,0,0,0,0,29,0,0,0
plut2.m8.8138,565,2532,2688,559,1797,621,1097,279
plut2.m8.2615,4,82,140,67,84,7,60,0
plut2.m8.2616,179,96,70,34,128,37,34,0
plut2.m8.2617,238,87,152,24,125,69,160,0
jamg1.TU.Sc0000352.23,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000100.38,137,135,28,0,0,0,16,0
plut2.m8.7970,6372,7944,4652,2988,9658,6629,6428,2945
plut2.m8.32072,0,10,8,0,7,16,410,41
plut2.m8.32073,328,716,290,14,770,423,522,120
plut2.m8.32079,944,2616,2684,414,1422,144,825,185
plut2.m8.6669,720,1282,882,611,7173,1075,1112,622
plut2.m8.6668,9225,13719,11586,7537,17856,8512,15535,3959
plut2.m8.5964,6917,15413,43736,8727,22814,7008,16655,2262
plut2.m8.6661,842,1458,1257,1389,2261,676,3247,1204
plut2.m8.6660,883,1234,1093,403,1591,939,1628,802
plut2.m8.6663,15469,40069,31212,17621,62456,16458,37896,18532
plut2.m8.6662,81,317,357,171,932,218,287,130
plut2.m8.6665,57334,133000,160921,68466,157238,62235,105183,74934
plut2.m8.6664,2253,0,0,0,0,864,3542,32
plut2.m8.6667,994,4055,2993,671,2076,1200,2308,1223
plut2.m8.6666,1074,5178,1664,1367,5076,803,1555,601
plut2.m8.2968,1215,1852,1295,863,2873,734,1129,982
plut2.m8.2969,7565,17879,16293,8213,17164,5114,5101,1729
plut2.m8.2966,5646,3486,791,1085,1890,2587,4801,1997
plut2.m8.2967,6383,3281,1878,1559,5895,3056,2769,1984
plut2.m8.2964,290,1922,2470,665,485,87,263,151
plut2.m8.2965,476,604,221,227,527,173,305,141
plut2.m8.2962,2305,646,262,737,1019,1315,1460,981
jamg1.TU.Sc0000032.7,9,12,10,0,2,7,33,41
plut2.m8.2960,7092,8151,10910,4297,12017,6269,10795,5062
plut2.m8.2961,9256,5995,7755,2613,7927,4268,6338,5383
plut2.m8.32388,363,378,1204,307,678,337,1243,97
plut2.m8.32389,457,506,840,174,387,924,82,307
plut2.m8.32382,3155,5548,4085,1855,7947,4759,9183,6084
plut2.m8.32383,4349,5775,7152,3422,7821,4892,6155,3178
plut2.m8.32380,4208,3414,2703,1991,4672,4555,4452,1815
plut2.m8.32381,3452,3554,8875,1666,9182,4639,5761,2060
plut2.m8.32386,338,830,530,325,1010,191,367,374
plut2.m8.32387,394,388,184,158,562,156,176,228
plut2.m8.32384,252,1067,1115,440,1235,260,402,186
plut2.m8.32385,1333,3812,3169,1503,6214,1116,1790,840
jamg1.TU.Sc0000783.8,0,0,0,0,0,0,0,0
plut2.m8.11299,245,430,90,103,384,163,336,281
plut2.m8.11298,158,1204,1014,306,1618,140,613,275
plut2.m8.11296,0,67,0,0,102,0,0,20
plut2.m8.11295,57,228,225,86,340,7,112,27
plut2.m8.11294,20285,52452,36910,21753,47955,8765,20066,9270
plut2.m8.11293,0,0,0,0,0,0,0,0
plut2.m8.11292,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000783.3,2,0,5,14,3,0,5,7
plut2.m8.11290,2021,2800,2058,980,3366,1960,1931,498
plut2.m8.6089,8012,12404,13243,2916,13204,6228,5888,5198
plut2.m8.6088,1529,3444,2146,1143,3294,2334,2838,1707
plut2.m8.6085,6536,19644,28209,11560,26127,5160,9188,3998
plut2.m8.6084,1300058,759698,534914,441400,945831,445075,575750,250170
plut2.m8.6087,79,271,75,59,283,62,172,90
plut2.m8.6086,5920,11741,13183,4183,10161,5026,4705,2363
plut2.m8.6081,0,0,0,0,0,0,0,0
plut2.m8.6083,1372,2955,5336,1816,2662,983,1622,549
plut2.m8.6082,0,0,0,0,0,0,0,0
plut2.m8.33381,1224,3983,871,599,4701,677,5483,2536
plut2.m8.33380,78,82,12,20,21,40,131,0
plut2.m8.33383,1561,5927,6658,2155,7988,1934,4779,1582
plut2.m8.33382,0,0,0,124,45,0,57,10
plut2.m8.33385,0,25,123,37,47,82,0,0
plut2.m8.33384,0,5,6,2,6,0,0,3
plut2.m8.33386,58,79,15,14,0,21,0,4
plut2.m8.33389,0,289,1547,3079,339,0,0,0
plut2.m8.33388,0,215,829,1699,208,0,0,0
jamg1.TU.Sc0000004.6,13,56,61,17,54,35,40,114
jamg1.TU.Sc0000004.2,767,1058,826,698,893,417,961,354
plut2.m8.32928,3,330,296,9,13,12,18,1
plut2.m8.32929,0,0,0,0,0,0,0,0
plut2.m8.32927,1256,2283,11363,3463,3456,1330,1386,674
plut2.m8.32924,14699,34772,31278,15139,38666,12364,22375,11569
plut2.m8.32925,0,0,0,0,0,0,172,31
plut2.m8.32922,0,0,550,0,77,115,830,233
plut2.m8.32923,153,315,305,90,168,140,170,44
plut2.m8.32920,19,31,317,35,75,90,1308,835
plut2.m8.32921,0,0,9,0,0,18,0,0
plut2.m8.33039,0,0,0,0,2,0,0,0
plut2.m8.33038,1,2,0,0,0,0,0,0
plut2.m8.33033,0,0,0,0,0,0,0,0
plut2.m8.33032,21,26,16,169,119,49,527,173
plut2.m8.33031,151,205,206,71,182,638,3653,1070
plut2.m8.33030,160,1138,611,116,1280,190,220,68
plut2.m8.33037,8,31,0,12,19,1,21,1
plut2.m8.33036,173,372,217,565,388,53,241,202
plut2.m8.33035,0,1735,261,922,689,0,0,11
plut2.m8.8950,66,292,4204,319,512,0,96,0
plut2.m8.8953,0,0,0,0,99,0,6,131
plut2.m8.8952,0,0,2,1,0,0,9,0
plut2.m8.16748,3824,3342,49309,10501,2233,3337,29637,10244
plut2.m8.8954,107,379,576,286,472,203,606,169
plut2.m8.8957,12304,20026,7898,5213,32185,10214,9177,2240
plut2.m8.8956,288,1193,1465,3026,1138,221,7024,1479
plut2.m8.8959,9440,12145,13837,4664,15300,6603,12023,6099
plut2.m8.16745,214,117,28,110,326,793,800,343
plut2.m8.16746,120,7075,227,135,571,3915,30501,4848
plut2.m8.16747,346,490,624,99,575,141,183,307
plut2.m8.16740,37,793,704,407,445,714,447,21
plut2.m8.16741,49,514,326,179,103,343,407,140
plut2.m8.16742,4646,10647,9549,4100,8380,6301,18236,3775
plut2.m8.16743,408,655,170,149,614,121,221,63
plut2.m8.12245,15333,30964,63010,24664,31174,16232,32962,9816
plut2.m8.12244,273,732,444,313,1086,181,257,248
plut2.m8.12247,333,1000,525,427,858,312,801,439
plut2.m8.12246,1820,3607,5569,1529,4097,1209,1671,768
plut2.m8.12241,1374,2116,5674,2649,3721,1284,2369,1121
plut2.m8.12240,17,114,87,58,139,75,110,67
plut2.m8.12243,972,1509,1351,1206,2526,730,1702,1050
plut2.m8.12242,44,75,0,13,71,0,47,0
plut2.m8.12248,1534,3029,1546,1242,3429,1624,2306,1261
jamg1.TU.Sc0000047.22,1,3,1,1,2,1,1,0
plut2.m8.28312,1217,2905,1391,770,2845,1004,1366,733
plut2.m8.28313,8985,8850,8891,4138,13285,7119,11013,7941
plut2.m8.28310,15300,21115,20484,7025,24448,10349,18310,8499
plut2.m8.28311,3172,7682,23784,9527,15487,2583,5663,1946
plut2.m8.28316,444,552,676,444,952,297,227,69
plut2.m8.28317,112,127,210,66,356,232,333,7
plut2.m8.28314,0,0,0,0,0,0,0,0
plut2.m8.28318,18,2003,2018,2627,2843,36,470,9
plut2.m8.14409,1692,3000,3437,1679,4817,1226,1853,1258
plut2.m8.14408,485,1397,1080,308,1370,342,980,443
jamg1.TU.Sc0000021.114,239,420,535,336,837,265,340,110
jamg1.TU.Sc0000510.31,10,37,55,56,166,38,71,20
plut2.m8.3525,4,3,2,5,10,0,19,10
plut2.m8.11572,7595,20391,16783,9922,25925,8748,15189,9320
plut2.m8.11573,0,0,0,0,0,0,0,0
plut2.m8.11570,1341,1510,1512,892,2934,666,1010,1064
plut2.m8.11571,26649,30208,24451,12191,36686,18912,30980,15123
plut2.m8.11576,2700,1021,829,271,2370,1360,1242,853
plut2.m8.11577,494,2366,705,116,847,488,632,215
plut2.m8.11574,4564,5640,9625,4277,10281,4027,9610,4984
plut2.m8.11575,4257,5649,6009,2536,5886,3627,7455,3111
plut2.m8.11578,153,513,269,268,741,229,126,108
plut2.m8.11579,406,872,367,554,1067,215,441,236
jamg1.TU.Sc0000062.44,29,97,62,55,132,75,65,8
jamg1.TU.Sc0000062.49,65,345,204,135,321,43,111,39
jamg1.TU.Sc0000161.37,242,1267,32,32,135,171,16,41
jamg1.TU.Sc0000161.36,44,86,0,11,41,0,0,0
plut2.m8.29548,0,0,79,22,0,89,0,105
plut2.m8.29549,0,0,0,0,0,0,0,0
plut2.m8.29542,0,0,0,0,0,0,0,0
plut2.m8.29543,388,1194,3080,365,1464,802,845,203
plut2.m8.29544,481,839,2052,619,2465,620,1113,378
plut2.m8.29545,32,17,2,0,18,1,5,28
plut2.m8.29546,0,0,0,0,0,0,0,0
plut2.m8.29547,91,202,196,18,428,65,56,95
plut2.m8.26255,0,0,0,0,26,0,0,0
plut2.m8.26254,40,36,26,19,66,0,109,78
plut2.m8.26257,1,1,0,1,1,1,1,0
plut2.m8.26256,0,4,2,2,1,14,1,1
plut2.m8.26253,0,0,0,0,0,0,0,0
plut2.m8.26252,0,0,0,0,0,0,0,0
plut2.m8.26259,0,219,186,172,164,0,31,221
plut2.m8.26258,1,0,1,1,1,1,1,0
jamg1.TU.Sc0000254.10,0,0,0,0,0,0,3,0
jamg1.TU.Sc0000426.10,1565,2755,2420,816,2142,1801,2386,621
plut2.m8.23551,24487,31169,17025,8446,38812,12555,25259,10121
plut2.m8.23550,433,876,272,122,836,360,60,64
plut2.m8.23553,1196,1579,891,736,1678,1297,1781,558
plut2.m8.23552,5371,23312,63730,8586,20286,4883,10464,3561
plut2.m8.23555,899,1174,559,646,1305,267,463,244
plut2.m8.23554,148,633,219,211,658,164,282,213
plut2.m8.23557,470,3112,2924,1023,3531,343,902,491
plut2.m8.23556,3,7,12,12,0,0,56,22
plut2.m8.23559,4307,5938,7442,2631,3797,1663,5667,1865
plut2.m8.23558,331,996,1153,325,842,372,656,215
plut2.m8.15509,0,0,5,0,0,0,0,0
plut2.m8.15508,2626,4482,4072,1906,6041,2040,2091,858
plut2.m8.10743,3721,11108,9779,3943,11781,5178,7449,2153
plut2.m8.15501,65,359,123,86,107,47,310,299
plut2.m8.15500,43,27,19,31,97,451,64,50
plut2.m8.15506,230,37,49,11,16,35,90,40
plut2.m8.15505,167,599,243,201,589,137,266,198
plut2.m8.15504,300,399,338,250,195,382,419,475
jamg1.TU.xfSc0001456.2,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000340.10,0,0,0,5,0,0,0,0
jamg1.TU.Sc0000340.15,127,301,171,2,356,0,469,553
jamg1.TU.Sc0000340.16,178,522,339,130,577,87,362,166
plut2.m8.25782,107,476,592,172,800,91,168,100
plut2.m8.25783,878,1071,1486,362,1981,125,984,389
plut2.m8.25780,41,47,29,45,33,22,17,14
plut2.m8.25781,0,0,3,0,0,0,19,0
plut2.m8.25786,39,207,185,46,159,79,167,63
plut2.m8.25787,0,58,71,7,32,0,20,62
plut2.m8.25784,25,0,15,26,54,16,16,0
plut2.m8.25785,61,0,0,160,181,97,392,71
plut2.m8.25788,93,51,0,5,33,58,12,7
plut2.m8.25789,230,590,1061,325,878,222,885,356
plut2.m8.17621,0,0,0,0,0,0,0,0
plut2.m8.17622,0,33,0,7,0,55,35,4
plut2.m8.17626,45,14,13,75,11,37,160,35
plut2.m8.17627,16,5,0,10,0,9,0,0
plut2.m8.17628,0,5,0,0,0,0,0,7
plut2.m8.17629,123,136,734,91,200,129,339,163
plut2.m8.14111,0,0,0,0,0,0,0,0
plut2.m8.26789,2064,2744,3525,1327,4448,1087,1532,1184
plut2.m8.26788,0,0,0,0,0,0,0,0
plut2.m8.26787,0,0,0,0,0,0,0,0
plut2.m8.26786,207,807,366,216,619,256,227,149
plut2.m8.26785,2326,1615,1368,768,1695,1905,3153,1515
plut2.m8.26784,140,134,0,29,123,98,94,79
plut2.m8.26783,1640,1905,1378,807,2462,1626,2153,392
plut2.m8.26782,720,1343,1040,466,1111,680,779,424
plut2.m8.26781,1123,1372,288,456,1362,255,1084,414
plut2.m8.26780,363,246,82,147,170,110,259,152
plut2.m8.22208,488,1752,3692,1264,2445,1524,1989,511
plut2.m8.22209,737,1352,1125,575,1569,439,488,387
plut2.m8.25254,42,115,192,233,209,17,380,55
plut2.m8.25255,289,708,361,181,742,190,336,129
plut2.m8.22204,3,54,459,79,34,0,0,5
plut2.m8.22205,747,2810,1237,686,3239,898,982,814
plut2.m8.22202,191,40,43,76,81,157,318,94
plut2.m8.25251,57,5,30,21,18,47,116,23
plut2.m8.22200,1542,3568,1738,1285,4182,998,1620,926
plut2.m8.25253,272,360,465,238,219,136,126,61
plut2.m8.28525,20,148,63,24,52,0,43,14
plut2.m8.24789,668,1000,14642,2631,4858,1135,3144,5827
plut2.m8.24788,2358,1677,9488,3930,4651,3166,10975,8791
plut2.m8.14118,1053,1216,1625,544,1207,454,872,608
plut2.m8.24781,0,60,241,260,51,46,0,147
plut2.m8.24780,1797,2539,2067,952,2238,1987,1951,1983
plut2.m8.24783,71,152,229,29,116,42,135,19
plut2.m8.24782,10,31,4083,89,3016,638,95,4
plut2.m8.24784,23,724,526,82,561,38,117,65
plut2.m8.24787,46,121,151,82,116,86,53,32
plut2.m8.24786,434,2092,12096,3052,6033,1273,3705,3294
jamg1.TU.Sc0000098.25,13,30,24,0,0,0,15,6
jamg1.TU.Sc0000465.23,2,49,130,18,213,4,13,3
plut2.m8.28524,761,664,145,64,877,655,806,228
jamg1.TU.Sc0000098.21,0,0,9,20,2,2,54,10
plut2.m8.949,1689,9132,8427,5155,9315,3130,4401,2476
plut2.m8.3555,973,2581,3616,726,2521,499,423,269
plut2.m8.947,667,1659,1410,726,2034,716,1544,775
plut2.m8.946,1318,2426,1899,648,1470,538,947,541
plut2.m8.945,2117,2009,4279,749,936,734,442,194
plut2.m8.943,2360,6618,8661,4773,10281,4653,7057,2958
plut2.m8.33606,27,0,0,0,0,0,30,0
plut2.m8.941,0,0,6,1,6,5,0,0
plut2.m8.940,904,960,186,121,226,1218,1811,41
plut2.m8.3557,188,195,159,124,368,68,92,0
plut2.m8.33600,16,32,0,0,43,51,68,0
plut2.m8.3551,378,505,917,572,1253,580,539,368
plut2.m8.33602,0,10,2,0,12,0,27,15
plut2.m8.19509,39,213,1307,267,1003,145,200,96
plut2.m8.19508,0,0,11,109,6,0,0,0
plut2.m8.19507,0,0,0,0,0,0,0,2
plut2.m8.19506,1907,4771,13358,1763,5141,1386,2520,1714
plut2.m8.19505,334,862,254,402,1080,375,575,309
plut2.m8.19504,1649,0,390,300,1921,196,321,649
jamg1.TU.xfSc0000085.4,4,9,0,0,2,0,0,6
plut2.m8.19501,18,54,92,12,75,0,32,11
plut2.m8.19500,213,1151,3267,425,1935,194,387,323
