gene_id,R16b,T_M2,T_M4C,T_M5,T_M7,T_R11B,T_R15B,T_R9D
plut2.m8.11115,10,64,107,19,24,27,38,35
plut2.m8.11116,18708,8464,4995,2672,6513,6398,5618,3744
plut2.m8.11117,637,37,115,118,61,517,923,505
plut2.m8.11110,305,480,47,107,327,186,296,269
plut2.m8.11111,7846,12442,11554,6566,13069,5534,8186,5201
plut2.m8.11112,739,509,701,372,813,343,623,390
plut2.m8.11113,11,117,10,49,133,434,39,19
plut2.m8.11118,2510,4758,2223,916,3185,3765,3595,2042
plut2.m8.11119,117,28,28,19,34,70,142,119
jamg1.TU.Sc0000088.29,72,148,236,87,319,70,55,35
plut2.m8.8461,9,6,0,0,0,0,0,0
plut2.m8.8460,0,0,0,0,0,0,0,15
plut2.m8.8463,3241,7328,5231,2098,7942,2239,3893,2180
plut2.m8.8462,48,50,20,28,89,10,89,42
plut2.m8.8465,0,0,10,0,8,62,45,0
plut2.m8.8467,685,373,586,262,483,575,678,378
plut2.m8.8466,6782,15407,19672,5235,17012,8081,14059,6709
plut2.m8.8469,48,142,144,83,211,19,38,29
plut2.m8.8468,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000122.38,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000164.13,1,0,0,0,0,2412,0,0
jamg1.TU.Sc0000164.18,89,5,99,0,0,56,101,24
plut2.m8.12775,763,2043,1087,624,2933,9,699,405
plut2.m8.12774,0,8,6,4,18,73,0,12
plut2.m8.12771,1170,666,133,455,592,240,395,112
plut2.m8.12770,384,956,527,316,1294,232,347,518
plut2.m8.12773,140,121,616,729,2490,285,562,268
plut2.m8.12772,217,723,766,445,1290,190,378,269
plut2.m8.12779,5,1076,9,392,1338,0,40,3
jamg1.TU.Sc0000011.130,1,0,0,0,0,0,0,0
jamg1.TU.Sc0000076.32,12,43,410,91,117,36,15,58
plut2.m8.16464,1275,936,866,176,551,531,2107,317
plut2.m8.16467,38,135,85,38,123,119,359,84
plut2.m8.16466,0,0,0,0,7,0,0,0
jamg1.TU.Sc0000076.36,1,0,1,0,4,0,18,0
jamg1.TU.Sc0000076.37,0,0,4,0,0,0,0,0
plut2.m8.16463,45,146,80,31,90,0,56,20
plut2.m8.16462,0,0,4,0,0,0,0,0
plut2.m8.6940,0,0,0,4,0,0,0,0
plut2.m8.6941,9,2,2,0,2,0,0,4
plut2.m8.6942,150,498,259,602,47,190,1970,819
plut2.m8.6943,2422,2338,4887,1636,2524,822,1909,324
plut2.m8.16469,132,72,41,66,247,59,27,75
plut2.m8.16468,368,399,462,356,856,439,548,349
plut2.m8.6946,638,1149,590,1673,2,347,8915,43
plut2.m8.6947,20,0,0,230,0,0,155,76
jamg1.TU.Sc0000243.12,219,52,29,6,7,24,102,6
plut2.m8.1624,1476,6990,3776,1899,7822,2726,2981,1625
plut2.m8.1625,1071,3592,4402,1357,4344,1598,1672,789
plut2.m8.1626,1848,3589,3255,961,3976,1151,1265,824
plut2.m8.1627,1650,4697,6103,1871,5487,1084,1834,1217
plut2.m8.1621,2151,5971,7245,2238,7573,982,1870,940
plut2.m8.1622,329,1300,840,357,1536,237,415,254
plut2.m8.1623,2346,2874,5631,2334,3826,2299,7003,1258
plut2.m8.1628,1955,3261,1808,645,3106,2596,2004,2428
plut2.m8.1629,678,1554,349,78,496,234,619,96
plut2.m8.29916,350,372,1007,246,6978,293,293,250
plut2.m8.4989,9985,9604,6998,2991,6427,5032,9330,4030
plut2.m8.29914,6402,17629,12202,6831,21892,5803,13150,5898
plut2.m8.23133,200,749,458,171,563,332,620,436
plut2.m8.23132,225,110,32,41,1651,1107,77,817
plut2.m8.23131,292,326,205,112,404,105,655,372
plut2.m8.23130,186,2062,3774,1088,1849,167,2155,360
plut2.m8.23134,413,395,75,189,551,88,337,39
plut2.m8.23139,0,0,3,0,8,0,0,0
plut2.m8.23138,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000047.2,0,4,1,0,0,0,0,0
jamg1.TU.Sc0000010.52,16,3,13,6,4,0,0,0
plut2.m8.9418,54,1100,981,35,655,35,535,218
plut2.m8.9413,0,0,2,0,3,0,0,2
plut2.m8.9412,0,0,0,0,0,0,0,0
plut2.m8.9411,0,0,0,0,0,0,0,0
plut2.m8.9417,44,395,831,194,765,197,88,394
plut2.m8.9416,8,172,66,36,77,0,20,19
plut2.m8.9415,93,58,104,22,72,92,57,0
plut2.m8.9414,0,3265,742,31,1172,240,0,0
plut2.m8.29912,665,2559,3164,981,3277,472,1147,565
plut2.m8.7701,941,1877,2048,861,3195,1941,3983,1966
plut2.m8.7700,0,4,3,0,2,0,0,12
plut2.m8.7703,1157,3275,2576,1416,4808,594,1443,607
plut2.m8.7702,9654,24912,40582,13284,35599,8696,16116,5578
plut2.m8.7705,1474,2544,3240,1166,2404,939,1537,1061
plut2.m8.7704,2835,3913,3442,1723,6626,2281,4521,1646
plut2.m8.7707,11,108,38,39,69,25,0,17
plut2.m8.7706,0,43,81,0,0,82,0,47
plut2.m8.7709,276,772,290,268,4200,1424,584,74
plut2.m8.7708,117,217,98,52,647,187,135,48
jamg1.TU.Sc0000407.22,118,114,45,29,102,46,68,30
jamg1.TU.xfSc0000800.1,0,0,0,388,2,418,142,38
plut2.m8.29910,327,990,814,374,579,384,431,625
plut2.m8.23505,2040,5535,5704,3153,8686,2461,4833,1215
plut2.m8.22660,0,0,0,0,0,0,0,0
plut2.m8.22662,0,22,0,0,0,4,0,4
plut2.m8.22663,446,529,621,286,635,369,581,215
plut2.m8.22664,12365,21154,24921,10647,23692,9980,13838,5740
plut2.m8.22665,3956,4977,6042,3062,6646,2650,5651,2682
plut2.m8.22666,0,14,22,11,7,0,19,9
plut2.m8.22668,16,14,0,0,0,0,0,0
plut2.m8.22669,3,8,0,0,33,0,0,0
plut2.m8.19313,38565,63284,75674,23250,79881,46833,40831,18820
plut2.m8.10049,58,417,569,272,519,30,103,29
plut2.m8.10048,252,557,106,374,239,236,381,203
plut2.m8.10045,1518,1028,555,464,973,1379,1315,763
plut2.m8.10044,7476,24653,9563,7032,26876,8014,11543,5679
plut2.m8.10047,381,1078,930,563,1647,453,801,291
plut2.m8.10046,1257,1053,1685,438,365,763,853,375
plut2.m8.10041,5878,12127,9017,3710,15785,5451,11203,2826
plut2.m8.10040,1372,980,1263,649,1723,1032,2297,814
plut2.m8.10043,2401,5898,4350,2350,4698,1990,2237,1267
plut2.m8.10042,1003,3176,1520,1613,3074,1085,1367,601
plut2.m8.15021,780,2697,1749,801,2951,629,1610,633
plut2.m8.25791,0,0,0,0,0,0,0,0
plut2.m8.659,1737,1684,4040,1540,6365,86,74,0
plut2.m8.658,1243,4360,3186,1462,3455,1008,2559,757
plut2.m8.397,374,587,351,130,565,442,764,146
plut2.m8.653,8181,14890,10968,7324,19167,6182,8402,7121
plut2.m8.652,833,2018,1953,976,2406,654,691,446
plut2.m8.651,114,733,170,167,362,63,478,283
jamg1.TU.Sc0000419.32,3,112,81,49,159,0,98,0
plut2.m8.657,15,368,221,139,644,0,91,28
plut2.m8.656,1867,2590,1881,1051,3247,707,1960,931
plut2.m8.655,29,307,127,151,517,18,254,53
plut2.m8.654,1384,4607,1656,1246,3222,608,2182,953
plut2.m8.25792,5,0,20,11,1,0,9,86
plut2.m8.24549,272,0,9,265,0,523,691,0
plut2.m8.24548,501,2321,3492,1329,3403,479,1194,388
plut2.m8.24547,0,0,0,5,0,10,2,0
plut2.m8.24546,1,0,0,4,0,0,0,0
plut2.m8.24545,838,6563,6533,1239,8611,821,1546,550
plut2.m8.24544,43,214,109,39,77,45,150,137
plut2.m8.24543,1683,4188,2758,1961,4324,1518,3777,1416
plut2.m8.24542,15,190,69,42,60,56,67,48
plut2.m8.24541,0,0,0,0,0,0,0,0
plut2.m8.24540,27478,47906,56613,20330,51576,17115,39590,14942
plut2.m8.25797,69,69,51,14,61,17,49,4
plut2.m8.25796,0,0,0,0,0,0,4,0
plut2.m8.17637,22,76,77,14,50,33,52,8
plut2.m8.15178,0,0,0,0,0,0,0,0
plut2.m8.15179,0,0,0,0,0,0,0,0
plut2.m8.17636,18,22,10,13,12,25,0,4
plut2.m8.15173,22,0,0,6,0,38,0,36
plut2.m8.15170,0,0,0,0,0,0,0,0
plut2.m8.15177,656,633,326,193,663,70,554,374
plut2.m8.15174,9856,14349,9660,5432,14571,6129,9084,4932
plut2.m8.19314,1149,2495,1830,1220,3175,712,1200,700
plut2.m8.398,3856,1674,468,860,2595,1518,1771,635
plut2.m8.17630,57,78,46,16,70,6,25,42
plut2.m8.12670,12,59,32,0,15,0,12,6
jamg1.TU.xfSc0000318.3,0,1343,92,0,0,0,0,0
plut2.m8.19879,0,0,0,0,0,0,0,0
plut2.m8.19878,0,320,115,58,181,0,0,0
plut2.m8.19877,6893,2198,1664,788,2982,3843,6412,5187
plut2.m8.19876,470,731,948,345,761,404,659,184
plut2.m8.19875,2715,8747,13139,3107,10811,3194,9933,2461
plut2.m8.19874,84,130,17,40,87,0,64,151
plut2.m8.19873,169,1012,1082,490,1287,590,127,213
plut2.m8.19872,640,495,362,131,322,483,536,193
plut2.m8.19871,1416,2738,3725,1592,3675,1340,1943,686
plut2.m8.19870,2072,3351,1853,2257,4633,3096,3291,1387
jamg1.TU.Sc0000197.78,10,283,228,37,160,94,115,139
plut2.m8.15828,25,77,11,24,58,0,0,17
plut2.m8.15829,2842,6175,4769,2762,5995,3951,7199,6403
plut2.m8.15820,514,713,275,385,589,300,450,562
plut2.m8.15821,3,63,61,22,65,7,16,8
plut2.m8.15822,416,83,272,0,104,400,661,284
plut2.m8.15823,3662,1972,4505,0,2247,2505,5007,2516
plut2.m8.15825,217,301,284,154,461,211,208,150
plut2.m8.15826,17,65,117,34,78,22,54,77
plut2.m8.15827,1316,5531,3764,1900,7350,848,1378,839
jamg1.TU.Sc0000044.61,0,3,0,0,0,0,1,0
plut2.m8.23563,1381,4401,6104,3010,6660,938,1897,1575
jamg1.TU.Sc0000482.18,12,53,13,68,79,0,28,0
plut2.m8.17088,19,28,4,6,13,20,0,0
plut2.m8.17089,165,337,122,85,233,100,337,80
plut2.m8.17080,103,95,79,43,197,170,275,256
plut2.m8.17081,86,29,45,23,61,134,87,130
plut2.m8.17082,2,18,22,20,13,10,19,13
plut2.m8.17083,401,191,183,97,193,281,554,174
plut2.m8.17084,1917,451,1804,374,976,3675,3844,1871
plut2.m8.17085,1399,7571,6033,3934,9788,1700,2896,1500
plut2.m8.17086,5830,3948,534,622,2714,1317,2176,1120
plut2.m8.17087,21954,6487,3305,13684,5162,22957,93561,46383
plut2.m8.25243,17,125,27,30,197,17,14,0
plut2.m8.25241,7,17,0,12,20,16,38,11
plut2.m8.3475,1150,10614,6210,2806,7059,881,3239,1458
plut2.m8.3474,1568,2761,1208,930,2387,1101,4990,1969
plut2.m8.3473,426,552,404,380,467,354,611,510
plut2.m8.3472,0,0,0,0,0,0,0,0
plut2.m8.3470,54,55,47,15,57,8,32,20
plut2.m8.22211,303,591,563,269,716,255,523,511
plut2.m8.3478,0,10,32,1,39,0,9,0
plut2.m8.22213,15165,26155,16475,18574,45390,12710,38867,13704
plut2.m8.25244,432,623,85,173,639,59,498,75
plut2.m8.17552,38,417,281,202,638,46,49,61
plut2.m8.17553,40,456,329,217,650,40,73,72
plut2.m8.17550,3307,5369,3648,1480,8719,2081,2756,2293
plut2.m8.17551,412,563,640,212,528,133,186,43
plut2.m8.17556,0,0,0,0,0,0,0,0
plut2.m8.17557,10,242,1,504,325,4,8051,0
plut2.m8.17554,153,611,613,248,937,138,129,63
plut2.m8.17555,0,23,0,6,43,0,0,10
plut2.m8.17558,183,12,18,29,43,0,75,0
plut2.m8.17559,55,0,0,0,30,0,0,0
plut2.m8.2236,10124,21167,11123,7002,17394,8695,12273,7903
plut2.m8.18034,1565,255,352,254,242,95,78,248
plut2.m8.9222,0,0,0,0,0,0,0,0
plut2.m8.9223,153,4194,663,1014,2427,301,641,621
plut2.m8.2232,3377,4707,4941,2184,8469,2216,4553,2270
plut2.m8.9225,1063,2117,1603,779,3394,797,2057,1379
plut2.m8.23279,886,3592,1662,1913,8690,738,5146,959
plut2.m8.9226,0,9,0,3,18,0,6,0
jamg1.TU.Sc0000007.53,542,960,966,403,1088,497,658,387
plut2.m8.23272,361,409,204,260,510,161,142,215
plut2.m8.9227,3,5,0,5,0,0,16,1
plut2.m8.23274,596,1011,7267,425,1450,481,469,285
plut2.m8.23275,133,19,94,20,81,80,74,0
plut2.m8.23276,731,422,153,96,615,299,266,110
plut2.m8.23277,30,0,0,0,0,34,0,0
plut2.m8.18283,880,12729,13505,1335,8844,384,526,589
plut2.m8.2707,0,14,3,0,4,0,0,0
plut2.m8.18281,1519,1933,1149,492,1652,482,1158,415
plut2.m8.18280,1009,1244,950,360,868,376,1194,272
plut2.m8.2702,1882,1654,1263,490,3029,1592,2124,1055
plut2.m8.18286,0,0,16,0,40,0,0,0
plut2.m8.2700,4054,3410,1056,1161,3564,2881,3890,2126
plut2.m8.18284,1089,1349,2334,831,1773,1163,2483,385
plut2.m8.18289,2154,3670,968,1249,1907,886,329,122
plut2.m8.18288,1285,1208,191,921,764,606,447,43
plut2.m8.2708,2025,3990,2508,1646,5770,1348,3018,1544
plut2.m8.2709,0,0,0,3,1,0,2,0
plut2.m8.18866,31,21,15,1,20,0,64,30
plut2.m8.18865,0,0,0,0,0,0,0,0
plut2.m8.18864,0,0,0,0,0,31,0,0
plut2.m8.18863,0,15,0,13,0,0,0,0
jamg1.TU.xpSc0007097.11,17,51,25,52,16,19,69,120
plut2.m8.18861,0,28,31,0,0,202,0,0
plut2.m8.18860,2579,2838,940,639,3133,1282,2134,1530
plut2.m8.18869,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000631.16,0,0,0,0,0,15,3,0
plut2.m8.5169,0,123,0,0,338,0,695,71
plut2.m8.5168,1730,1704,914,830,2966,1888,1769,727
plut2.m8.5167,1842,6412,2391,2023,10433,2555,2808,898
plut2.m8.5166,805,1653,1141,774,2208,850,1384,1252
plut2.m8.5165,2848,9813,6637,3538,10398,3191,4335,2900
plut2.m8.5164,1265,2417,1295,1566,3721,3598,16839,5010
plut2.m8.5163,60360,103475,100425,60804,129796,93832,120215,35988
plut2.m8.5162,226,1175,885,442,1640,254,206,121
plut2.m8.5161,3886,3894,3836,1560,5607,2755,5294,4821
plut2.m8.5160,5919,4176,2213,1319,4751,4126,5786,4694
plut2.m8.21126,1507,3095,2360,1352,4403,1239,2479,1150
plut2.m8.21127,286,467,313,219,478,172,324,183
plut2.m8.21124,133,199,125,78,262,127,250,225
plut2.m8.21125,12456,17156,13939,6940,25093,8107,14689,7832
plut2.m8.21122,3565,7502,9773,2366,7587,2018,3592,1907
plut2.m8.21123,1313,4995,6631,3099,8027,1218,2695,1362
plut2.m8.21120,52676,252739,184027,150659,216711,140657,185537,86802
plut2.m8.21128,0,189,626,56,88,15,88,17
plut2.m8.21129,1805,2673,1958,1614,3936,1178,1684,1288
jamg1.TU.Sc0000226.37,0,0,20,0,34,0,0,0
plut2.m8.518,19,160,29,13,104,0,39,20
plut2.m8.519,353,658,988,310,1022,85,310,156
jamg1.TU.Sc0000226.32,0,0,0,25,35,0,1,0
plut2.m8.514,1484,6369,6477,1665,10370,1180,2719,889
plut2.m8.515,74,144,0,8,242,0,88,13
jamg1.TU.Sc0000262.11,238,236,119,208,222,347,695,369
plut2.m8.517,16,94,39,75,60,0,0,3
plut2.m8.510,33,61,10,0,18,0,0,0
plut2.m8.4410,377,74,77,38,105,0,0,160
plut2.m8.4411,0,0,0,12,0,0,0,0
plut2.m8.1424,187,103,41,11,616,317,1156,0
plut2.m8.4413,0,0,0,10,20,0,31,0
plut2.m8.1422,0,125,23,0,136,0,0,2
plut2.m8.4415,143,605,3195,125,790,150,194,67
plut2.m8.1420,75,114,39,4,23,2,9,0
plut2.m8.1421,127,464,277,147,477,38,30,79
plut2.m8.4418,10,23,0,0,33,0,0,0
plut2.m8.4419,23,0,10,27,9,0,0,35
plut2.m8.1428,0,0,0,0,0,0,0,0
plut2.m8.1429,43,84,50,128,89,56,130,67
plut2.m8.8700,0,0,0,0,14,8,0,0
plut2.m8.8701,4745,27107,26335,11804,34867,8300,7469,9019
plut2.m8.8703,133406,65317,97112,36924,105819,143120,250857,122818
plut2.m8.8704,11264,19417,29806,5915,25331,7784,15736,7378
plut2.m8.8705,212736,20892,39610,7430,26347,163182,112818,188299
plut2.m8.8706,922,481,711,294,1049,906,1734,471
plut2.m8.8708,3,84,78,23,367,0,29,48
plut2.m8.8709,2217,7930,5070,2397,7225,1827,2778,1909
plut2.m8.7470,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000498.1,19,2,0,0,22,8,22,0
jamg1.TU.Sc0000222.33,613,2031,1139,667,2592,864,2134,804
plut2.m8.31534,313,1003,1854,679,969,706,1208,312
plut2.m8.31535,0,0,56,4243,2052,393,478,3408
plut2.m8.31530,231,83,25,37,493,263,1420,376
plut2.m8.31531,0,0,0,5,0,0,0,0
plut2.m8.31532,640,677,1017,207,1146,573,1797,547
plut2.m8.31533,271,960,1414,364,672,447,703,404
plut2.m8.20297,0,0,0,0,0,53,569,0
plut2.m8.20293,17,20,0,0,0,0,0,10
plut2.m8.20292,58,62,544,33,251,80,837,224
plut2.m8.20291,68,227,76,46,359,380,23,119
plut2.m8.20290,38,138,20,14,65,58,20,121
plut2.m8.20299,2422,10278,10056,4015,11210,1902,3513,1847
plut2.m8.20298,11090,14659,20434,8204,22657,7029,11419,6877
plut2.m8.7143,0,0,0,0,0,0,0,0
plut2.m8.7142,10465,4940,8334,6618,10941,5845,7258,23641
plut2.m8.7141,6869,4129,2184,3424,6737,5886,4100,1926
plut2.m8.7140,158,542,332,305,849,180,100,106
plut2.m8.7147,1666,3910,4155,1524,3995,1332,2996,1376
plut2.m8.7146,3431,2545,848,554,1853,465,633,156
plut2.m8.7145,23,482,7540,643,2098,1245,0,1237
plut2.m8.7144,0,0,0,0,0,0,0,0
plut2.m8.7149,178,750,1900,446,1459,150,306,210
plut2.m8.7148,271,347,134,182,463,72,112,191
plut2.m8.3868,6899,5189,4498,1689,5534,4783,6589,3487
plut2.m8.3869,0,0,0,0,0,5,0,0
plut2.m8.3864,4996,10562,6097,3388,7449,4412,4583,2702
plut2.m8.3865,260,120,427,75,90,150,145,66
plut2.m8.3866,900,676,2203,270,326,532,587,219
plut2.m8.3867,154,300,300,370,973,113,449,451
plut2.m8.3860,6024,12149,20033,5026,16874,4291,7923,4972
plut2.m8.3861,2232,7920,5497,2729,10092,2445,3967,3563
plut2.m8.3862,3499,8574,9109,4904,13590,4729,6222,3066
plut2.m8.3863,8541,12103,8280,5606,14901,7010,7668,5230
plut2.m8.20741,8,5,41,12,14,8,0,0
plut2.m8.20740,49,18,58,6,60,94,211,30
plut2.m8.20743,0,14,43,15,9,0,14,0
plut2.m8.20742,1476,2126,2840,494,2060,992,1784,1580
plut2.m8.20745,182,526,965,715,1389,234,123,233
plut2.m8.20744,233,57,107,34,22,271,108,0
plut2.m8.20747,98,3914,2089,1731,13930,736,2543,1886
plut2.m8.20746,2994,3941,2638,973,4045,2402,4376,2596
plut2.m8.20749,0,16,4,5,454,1,2,3
plut2.m8.5561,11022,6242,1188,2350,7653,8330,9120,4859
jamg1.TU.Sc0000126.7,572,1514,1614,974,2814,616,959,757
plut2.m8.3138,214,1041,948,264,547,199,350,460
plut2.m8.3136,1347,1651,822,342,818,1131,1620,1700
plut2.m8.33263,176,876,0,501,307,0,0,148
plut2.m8.33260,0,0,9,0,0,0,0,0
plut2.m8.33261,0,0,0,0,0,0,22,0
plut2.m8.3132,0,10,9,0,6,19,22,0
plut2.m8.3133,7661,7584,7753,2429,9357,4452,6761,4028
plut2.m8.33264,0,0,4,0,7,0,34,0
plut2.m8.3131,6847,18487,21080,9068,24424,4901,12499,6100
plut2.m8.9897,243,300,267,174,746,797,359,218
plut2.m8.9896,0,0,8,0,0,0,28,0
plut2.m8.9895,579,2734,986,981,3133,1120,2150,1450
plut2.m8.9894,0,0,0,4,5,6,14,0
plut2.m8.9893,295,514,367,439,756,776,678,206
plut2.m8.9892,111,612,969,373,255,245,471,116
plut2.m8.9891,1551,2789,2371,1365,3228,4301,1938,1416
plut2.m8.9890,13273,6403,4343,2891,7905,10847,21674,2264
jamg1.TU.Sc0000056.13,184,140,101,136,203,96,130,64
plut2.m8.9899,27621,25805,38810,17778,43088,48522,64072,20277
plut2.m8.16939,618,1811,2312,1529,2450,1110,989,236
plut2.m8.16938,84,602,315,174,479,69,0,6
plut2.m8.16937,102,1018,412,164,445,107,93,55
plut2.m8.16936,110,47,102,71,113,58,51,98
plut2.m8.16935,69,423,154,79,313,218,238,169
plut2.m8.16934,131,374,405,205,449,83,335,174
plut2.m8.16933,7987,9391,8673,4542,14237,5266,9860,3826
plut2.m8.16932,717,1231,2064,579,1252,965,840,649
plut2.m8.16931,10,43,43,0,24,0,0,11
plut2.m8.16930,121,505,433,37,679,16,206,268
plut2.m8.11777,0,0,0,0,5,0,0,0
plut2.m8.33488,1063,621,85,256,414,487,1350,402
plut2.m8.33489,3977,3058,309,1821,1838,931,14931,2812
plut2.m8.33486,36,1052,164,68,100,50,404,74
plut2.m8.33487,2239,2601,2446,1477,3277,1115,1986,1073
plut2.m8.33484,652,406,253,226,886,315,255,174
plut2.m8.33485,0,6,4,17,0,0,0,2
plut2.m8.33482,0,47,0,12,227,0,0,0
plut2.m8.33483,0,2,1,2,4,17,8,9
plut2.m8.33480,58,33,92,340,419,614,654,6
plut2.m8.33481,0,22,0,0,17,0,0,0
plut2.m8.10474,518,529,597,325,747,473,556,281
plut2.m8.10475,1577,2459,2126,1084,3109,1292,1505,695
plut2.m8.10476,1144,945,947,658,1359,966,1049,526
plut2.m8.10477,11995,35149,17275,14620,39412,9027,19559,11177
plut2.m8.10471,1940,1589,1376,1760,2902,1141,2670,489
plut2.m8.10472,677,378,300,693,817,454,732,144
plut2.m8.10473,0,0,0,0,0,0,0,0
plut2.m8.10478,21,109,32,38,103,114,36,17
plut2.m8.9279,1814,1491,377,418,1266,1555,992,1061
plut2.m8.9278,0,1,0,1,0,1,1,0
plut2.m8.9273,2,8,4,7,95,1,16,32
plut2.m8.9272,0,0,0,0,0,0,0,0
plut2.m8.9271,27,19,0,0,0,0,0,0
plut2.m8.9270,389,259,1513,79,372,460,472,7
plut2.m8.9277,1042,2335,2123,914,2810,848,1320,562
plut2.m8.9276,173,709,432,784,1505,437,190,214
plut2.m8.9275,1,1,1,1,17,1,1,0
plut2.m8.9274,0,0,1,0,7,0,1,0
jamg1.TU.Sc0000460.22,7,11,10,6,13,4,36,13
jamg1.TU.Sc0000273.8,0,854,99,315,953,17,11,0
plut2.m8.28299,3184,6616,28450,3726,7715,5669,4845,2594
plut2.m8.28298,758,1292,3949,1336,1189,441,580,117
plut2.m8.28297,1385,919,456,309,855,345,579,1084
plut2.m8.28296,60,314,278,285,657,35,72,63
plut2.m8.28295,32,202,160,120,331,29,45,41
plut2.m8.28294,0,36,0,7,13,0,0,0
plut2.m8.28293,68,508,469,257,738,59,164,90
plut2.m8.28292,84,174,219,84,210,101,75,0
plut2.m8.28291,18375,42918,41506,25181,60927,28302,35885,12623
plut2.m8.28290,97,182,159,102,165,101,168,62
plut2.m8.26707,50,7273,387,382,501,2058,0,655
plut2.m8.26706,0,3,0,0,2,0,2,1
plut2.m8.19321,225,224,162,73,240,229,301,114
plut2.m8.7932,27,65,373,225,573,42,111,126
plut2.m8.7933,3305,1836,7799,1293,3498,1595,5133,1946
plut2.m8.7930,563,1702,1457,1473,9288,1645,4054,4182
plut2.m8.19320,123,120,131,35,165,0,60,85
plut2.m8.7937,106,166,670,639,225,0,2057,1219
plut2.m8.7934,373,289,965,101,507,279,334,433
plut2.m8.7935,574,524,1847,139,918,430,421,623
plut2.m8.19327,596,1074,339,338,974,406,392,373
plut2.m8.7938,1190,0,160,0,0,0,408,0
jamg1.TU.Sc0000488.16,0,3,2,4,0,3,2,14
plut2.m8.19326,6371,18621,45543,8851,32688,4841,13707,8763
plut2.m8.38,5214,1902,6868,1204,3219,1277,2319,1388
plut2.m8.26701,0,478,0,0,158,0,0,0
plut2.m8.34,248,1537,1792,1037,2340,272,579,436
plut2.m8.35,3851,6954,5888,3227,8229,3047,5451,2917
plut2.m8.36,2992,9404,11976,4121,11453,4580,8177,2849
plut2.m8.19324,1708,3467,2992,1537,4291,1485,2525,1249
plut2.m8.30,1349,3786,12023,2175,5596,1666,2322,897
plut2.m8.31,0,0,0,0,0,0,0,0
plut2.m8.32,2123,3176,2683,966,4222,1427,2147,1306
plut2.m8.33,2589,7617,5710,3051,8804,2460,2483,1780
plut2.m8.11705,0,0,5,2,0,0,0,0
plut2.m8.11707,0,0,0,29,60,15,0,0
plut2.m8.11706,0,5,14,19,6,12,46,0
plut2.m8.11701,0,172,320,0,0,8,0,0
plut2.m8.11700,0,87,259,25,0,0,0,10
plut2.m8.11703,40,0,90,95,202,0,0,0
plut2.m8.11702,0,3,105,173,28,0,0,0
plut2.m8.11709,0,27,141,0,32,0,0,0
plut2.m8.11708,0,0,0,103,158,0,125,3
plut2.m8.26709,2142,2797,2575,1070,3400,1174,1871,1148
plut2.m8.5469,9032,33023,12610,7007,27906,6802,6621,5258
jamg1.TU.Sc0000389.12,24,21,31,11,12,75,4,26
jamg1.TU.Sc0000389.11,0,4,8,4,4,0,41,10
jamg1.TU.Sc0000389.10,35,31,11,27,45,24,7,33
jamg1.TU.Sc0000567.9,250,1023,567,405,1244,226,506,162
plut2.m8.4359,760,2417,140,2302,4232,3233,5949,1405
plut2.m8.4358,990,2627,2756,1103,3449,1217,2044,317
plut2.m8.4353,16026,16096,28848,6670,20434,18661,18628,5805
plut2.m8.4352,836,675,106,127,594,169,244,83
plut2.m8.4350,1072,3085,849,1291,5725,432,739,130
plut2.m8.4357,95,265,59,93,132,136,55,93
plut2.m8.4356,696,1290,2810,328,1317,998,809,414
plut2.m8.4355,1204,1335,2610,429,1641,924,3354,1495
plut2.m8.4354,1188,2623,4608,717,3658,1267,1521,881
plut2.m8.13419,70,60,313,0,164,36,258,31
plut2.m8.13418,0,0,20,0,33,36,0,25
plut2.m8.13417,70,276,229,101,2933,18,0,0
plut2.m8.13416,21,30,3,19,25,159,160,96
plut2.m8.13415,2665,691,1644,165,351,415,990,1161
plut2.m8.13413,627,1049,416,541,1152,665,869,638
plut2.m8.13412,4792,17547,35615,10527,15860,5215,8583,2225
plut2.m8.13411,9099,8138,4351,2450,10616,5961,10170,4195
plut2.m8.13410,770,1052,2445,853,1570,596,1116,408
plut2.m8.15718,80,269,150,51,193,68,305,66
plut2.m8.15719,1200,1540,942,643,2133,1181,1067,1174
plut2.m8.15712,203,989,1430,490,950,50,119,104
plut2.m8.15713,0,0,0,0,0,0,0,0
plut2.m8.15710,17,10,19,12,10,3,21,3
jamg1.TU.Sc0000053.215,0,0,0,0,0,0,0,0
plut2.m8.15716,11,250,30,25,85,0,8,6
plut2.m8.15717,905,1049,534,704,1008,560,828,470
plut2.m8.15714,151,200,450,618,742,236,994,98
plut2.m8.15715,166,149,55,96,222,158,75,76
plut2.m8.16168,0,0,0,0,0,0,0,0
plut2.m8.16169,240,339,165,142,309,85,422,140
plut2.m8.16164,755,5388,2265,3046,7556,1099,1666,1481
plut2.m8.16165,201,1627,326,741,939,82,97,48
plut2.m8.16166,73,112,21,39,84,0,0,0
plut2.m8.16167,0,16,20,884,805,0,76,8
plut2.m8.16160,0,0,0,1,0,0,0,0
plut2.m8.16161,0,0,0,0,0,0,0,0
plut2.m8.16162,0,36,0,0,0,0,38,0
plut2.m8.16163,2735,4515,3034,1878,5632,1776,2988,2065
